id,categorie,phrase_fr,reference,ref_pos_tree,kuma_mt,nllb,google,pos_kuma,pos_nllb,pos_google,chrf_kuma,chrf_nllb,chrf_google,ktau_kuma,ktau_nllb,ktau_google,wo_kuma,wo_nllb,wo_google,pos_exact_kuma,pos_exact_nllb,pos_exact_google,pos_chrf_kuma,pos_chrf_nllb,pos_chrf_google,kuma_back_fr,google_back_fr,nllb_back_fr,sem_kuma,sem_google,sem_nllb
175,complex_purposive,"L'université de Kumamoto recrute actuellement des participants pour le Programme d'apprentissage coopératif japonais, ainsi que des étudiants japonais pour la soutenir","Kumamoto lakɔli bɛ kàlandenw wele sísàn japɔnikan [coopératif] kàlanso la, ani japɔni kalandenw ka a dɛmɛ",PUNCT NOUN AUX NOUN VERB ADV PUNCT PUNCT PUNCT X CCONJ PUNCT NOUN AUX PRON PUNCT,"Kumamoto ka iniwɛrisite bɛ sélikɛlaw kùnbɛ̀n hálisà dègeli pòrogaramu nɛ̀rɛmuguma nɛ̀njanman ye, ka fara kàlandenbaw jàsiranbaatɔ kan walasa ka a dòndo","Kumamoto kalanso bɛ mɔgɔ dɔw sugandi sisan ka na dɛmɛ don Zapɔn ka baarakɛɲɔgɔn kalanko kan, ani Zapɔn kalanden dɔw fana ka na dɛmɛ don","Kumamoto Iniwɛrisite bɛ ka mɔgɔ dɔw ta Japon jɛ-ka-baara kalan bolodalen na sisan, ka fara Japon kalandenw kan walasa k’a dɛmɛ",X X NOUN AUX NOUN VERB PUNCT PUNCT PUNCT PUNCT PUNCT X AUX VERB PUNCT NOUN ADP PRON AUX PRON VERB,PUNCT NOUN AUX NOUN DET VERB ADV AUX ADP NOUN AUX X X X PUNCT NOUN CCONJ PROPN X PRON PART AUX ADP NOUN AUX,PUNCT PROPN AUX AUX NOUN X VERB PUNCT PUNCT PUNCT NOUN ADP X AUX VERB PUNCT NOUN ADP PUNCT PUNCT PUNCT,27.97,30.32,31.37,0.667,0.5,0.667,True,True,True,0,0,0,68.42,55.54,59.69,,"L'Université de Kumamoto recrute actuellement pour le programme d'études coopératives japonais, ainsi que des étudiants japonais pour le soutenir.","L'Université Kumamoto choisit désormais des personnes pour soutenir l'éducation des employés japonais, et des étudiants japonais pour soutenir",0.0,75.38,44.64
176,locative_adv,les gens sont ici,ɲàmakalaw bɛ yàn,NOUN AUX ADV,bìdenw bɛ yàn,môgôw bè yan,mɔgɔw bɛ yan,NOUN AUX ADV,NOUN AUX ADV,NOUN AUX ADV,30.38,8.94,17.55,1.0,0.0,0.0,True,False,True,1,1,1,100.0,100.0,100.0,,les gens sont là,Il y a des gens ici,0.0,74.63,37.55
177,locative_adv,il est là,a bɛ yèn,PRON AUX ADV,a bɛ yèn,a bɛ yan,a bɛ yen,PRON AUX ADV,PRON AUX ADV,PRON AUX ADV,100.0,37.78,37.78,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,exister,il est ici,0.0,12.3,45.11
178,nummod_subject,deux hommes sont partis,mɔ̀gɔw fila fáɲira,PUNCT NUM VERB,mɔ̀gɔw fila táara,cɛ fila taara,cɛ fila bɔra yen,PUNCT NUM VERB,NOUN NUM VERB,NOUN NUM VERB ADV,59.94,15.38,16.04,1.0,0.0,0.0,False,False,False,1,0,0,100.0,50.91,47.9,,il reste deux hommes,deux hommes s'en allèrent,0.0,47.24,51.13
179,nummod_subject,trois enfants mangent du riz,dénw saba bɛ iri dún,NOUN NUM AUX X PART,dénw saba bɛ iri dún,Denmisɛn saba bɛ pɔri dun,den saba bɛ tiga dun,NOUN NUM AUX X PART,PROPN NUM AUX X PART,NOUN NUM AUX X PART,100.0,32.14,29.91,1.0,1.0,1.0,True,True,True,1,0,1,100.0,75.43,100.0,,trois enfants mangent du riz,Trois enfants mangent des porcs,0.0,100.0,79.74
180,nummod_locative,cinq femmes sont ici,númanfɛlakaw duuru bɛ yàn,PUNCT NOUN AUX ADV,númanfɛlakaw duuru bɛ yàn,muso duuru bɛ yan,muso duuru de bɛ yan,PUNCT NOUN AUX ADV,NOUN PUNCT AUX ADV,NOUN VERB PART AUX ADV,100.0,33.41,21.12,1.0,1.0,1.0,True,True,True,1,0,0,100.0,57.04,39.05,,il y a cinq femmes ici,"Il y avait ici cinq femmes,",0.0,57.17,57.6
181,nummod_object,j'ai acheté deux livres,n yé kìtabuw fila sàn,PRON AUX X NUM PUNCT,n yé kìtabuw fila sàn,ne ye kitabu fila san,N ye gafe fila san,PRON AUX X NUM PUNCT,PRON AUX X NUM PUNCT,PRON AUX NUM NUM PUNCT,100.0,30.45,19.76,1.0,0.0,1.0,True,False,False,1,1,0,100.0,100.0,73.44,,J'ai acheté deux livres,j'ai acheté deux livres,0.0,100.0,100.0
182,intrans_action_progressif,je suis en train de travailler,n bɛ kà báara kɛ,PRON AUX AUX VERB VERB,n bɛ kà báara kɛ,ne bɛ baara la,Ne bɛ baara la,PRON AUX AUX VERB VERB,PRON AUX PROPN ADP,PRON AUX PROPN ADP,100.0,16.22,14.8,1.0,0.0,0.0,True,True,True,1,0,0,100.0,31.18,31.18,,je suis au travail,je suis au travail,0.0,38.63,38.63
183,intrans_action_present_neg,je ne travaille pas,n tɛ báara la,PRON AUX PRON ADP,n tɛ báara la,ne tɛ baara kɛ,Ne t baara k,PRON AUX PRON ADP,PRON AUX X VERB,PRON PUNCT X X,100.0,24.38,16.13,1.0,0.0,0.0,True,True,False,1,0,0,100.0,40.3,18.51,,je ne travaille pas,je ne travaille pas,0.0,100.0,100.0
184,intrans_action_passe_pos,j'ai travaillé,n yé báara kɛ,PRON AUX NOUN VERB,n yé báara kɛ,ne ye baara kɛ,N ye baara kɛ,PRON AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,100.0,33.74,32.86,1.0,0.0,1.0,True,False,False,1,1,1,100.0,100.0,100.0,,j'ai fait le travail,j'ai travaillé,0.0,55.44,100.0
185,intrans_action_passe_neg,je n'ai pas travaillé,n ma báara kɛ,PRON AUX PUNCT VERB,n ma báara kɛ,ne ma baara kɛ,N ma baara kɛ,PRON AUX PUNCT VERB,PRON AUX PUNCT VERB,PRON AUX PUNCT VERB,100.0,41.03,40.32,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,je n'ai pas travaillé,je n'ai pas travaillé,0.0,100.0,100.0
186,intrans_action_hab_neg,je ne travaillais pas,n tùn tɛ báara la,PRON AUX AUX PRON ADP,n tùn tɛ báara la,ne tun tɛ baara kɛ,N tun tɛ baara la,PRON AUX AUX PRON ADP,PRON AUX AUX X VERB,PRON AUX AUX PRON ADP,100.0,25.56,36.97,1.0,0.0,1.0,True,True,True,1,0,1,100.0,53.49,100.0,,je ne travaillais pas,je n'ai pas travaillé,0.0,100.0,49.08
187,intrans_action_futur,je travaillerai,n bɛ na báara kɛ,PRON AUX ADP NOUN VERB,n bɛ na báara kɛ,ne bɛ baara kɛ,Ne bɛna baara kɛ,PRON AUX ADP NOUN VERB,PRON AUX X VERB,PRON AUX X VERB,100.0,32.87,46.68,1.0,1.0,0.0,True,True,False,1,0,0,100.0,41.08,41.08,,je ferai le travail,je travaille,0.0,62.39,77.45
188,temporal_subordinator,quand il vient,tuma min a bɛ nà,NOUN X PRON AUX VERB,tuma min a bɛ nà,ni a nana,ni a nana,NOUN X PRON AUX VERB,X PRON VERB,X PRON VERB,100.0,9.24,9.24,1.0,0.0,0.0,True,False,False,1,0,0,100.0,31.37,31.37,,est une grand-mère,quand il viendra,0.0,13.48,85.43
189,reported_comparative,les bambara disent que la raison de la venue de quelqu'un est plus importante que soi-même,bambaraw bɛ fɔ ko mɔ̀gɔ dɔ jɔ̀kun ka kólogirinman ka tɛmɛ yɛrɛ kan,NOUN AUX VERB PART NOUN DET VERB X VERB AUX VERB DET ADP,bambaraw ko mɔ̀gɔ dɔ ka nàkun ka kólogirinman ka tɛmɛ yɛrɛ kan,"bambaraw b'a fɔ ko sababu min bɛ mɔgɔ na, o nafa ka bon ni yɛrɛ ta ye",bamanankan b' a fɔ ko mɔgɔ dɔ nali kun ka bon ka tɛmɛ u yɛrɛ kan,PROPN VERB NOUN DET ADP VERB X VERB AUX VERB DET ADP,PUNCT X SCONJ PART SCONJ X AUX NOUN X PRON VERB AUX VERB CCONJ PRON NOUN AUX,NOUN AUX PRON VERB PART NOUN DET VERB NOUN AUX VERB AUX VERB PRON DET ADP,77.67,27.29,39.17,0.909,0.733,0.964,False,True,False,0,0,0,64.29,38.17,80.56,,la traduction dit que la venue de quelqu'un a un but plus grand que lui-même,"Comme le dit l'orgueilleux, l'occasion est plus grande que l'occasion.",0.0,43.93,22.77
190,optatif,que tu viennes,i ka nà,PRON AUX VERB,i ka nà,ko i bɛ na,ko i ka na,PRON AUX VERB,PART PRON AUX ADP,PART PRON AUX ADP,100.0,14.81,48.7,1.0,0.0,1.0,False,False,False,1,0,0,100.0,49.02,49.02,,que tu devrais venir,que tu viendras,0.0,30.79,67.3
191,optatif,que Moussa mange,Moussa ka dún,PUNCT AUX VERB,Moussa ka dúnli kɛ,Musa bɛ min dun,ko Moussa bɛ dumuni kɛ,PUNCT X NOUN VERB,PROPN AUX PRON PART,PART PROPN AUX NOUN VERB,91.17,12.2,37.41,1.0,0.0,0.0,False,True,True,0,0,0,40.34,13.48,27.31,,que mange Moussa,Ce que Moïse mange,0.0,66.92,40.43
192,optatif_coi,que Dieu t'aide,Ala ka i dɛmɛ,PROPN AUX PRON PUNCT,Dieu ka bólodɛ̀mɛ kɛ i ma,Ala k'i dɛmɛ,Ala ka aw dɛmɛ,PRON X NOUN VERB PRON AUX,PROPN PUNCT PUNCT,PROPN ADP PRON PUNCT,17.05,48.3,47.18,1.0,1.0,1.0,False,False,False,0,0,0,28.97,42.19,67.1,,Que Dieu vous bénisse les gars,Que Dieu t'aide,0.0,37.01,100.0
193,venir_de_propn,Je viens de Bamako,n bɔra Bamako,PRON VERB ADP,n bɛ bɔ Bamako,Ne bɛ bɔ Bamako,N bɛ bɔ Bamakɔ,PRON AUX VERB ADP,PRON AUX VERB ADP,PRON AUX VERB ADP,46.5,42.37,31.04,1.0,0.0,0.0,True,True,True,0,0,0,63.46,63.46,63.46,,je viens de Bamako,Je viens de Bamako,0.0,100.0,100.0
194,venir_de_noun,Je viens de l'école,n bɔra kàlankɛyɔrɔ la,PRON VERB NOUN ADP,n bɛ bɔ kàlankɛyɔrɔ la,Ne nana ka bɔ lakɔli la.,N bɛ bɔ lakɔli la,PRON AUX VERB NOUN ADP,PRON VERB AUX VERB PUNCT PUNCT,PRON AUX VERB NOUN ADP,72.08,17.83,15.14,1.0,0.0,1.0,True,False,True,0,0,0,75.75,43.03,75.75,,je quitte l'école,Je reviens de l'école.,0.0,44.65,90.56
195,venir_de_verbe,Je viens de manger,n bɔra ka dumuni kɛ,PRON VERB AUX NOUN VERB,n bɔra ka dumuni kɛ,Ne ye dumuni kɛ sisan.,N ye dumuni kɛ dɔrɔn,PRON VERB AUX NOUN VERB,PRON AUX NOUN VERB PUNCT,PRON AUX NOUN VERB ADV,100.0,43.11,46.71,1.0,1.0,1.0,False,False,False,1,0,0,100.0,59.56,67.21,,je viens de manger la nourriture,Je viens de manger.,0.0,83.76,98.4
196,venir_de_verbe,Il vient de partir,a bɔra ka táa,PRON VERB AUX VERB,a bɔra ka táa,A bɔra sisan dɔrɔn.,A bɔra yen dɔrɔn,PRON VERB AUX VERB,PRON VERB ADV PUNCT,PRON VERB ADV ADV,100.0,18.01,17.57,1.0,1.0,1.0,False,False,False,1,0,0,100.0,52.46,53.03,,Il vient de partir de là,Il vient de sortir.,0.0,93.9,62.07
197,conj_avec_locatif,elle alla au village et demande des infos,a yé wá dùgu la wa a yé ɛnfo ɲɛ́juguya,PRON AUX PART NOUN ADP PART PRON AUX PUNCT PUNCT,a wára wa a yé ɛnfo ɲɛ́juguya dùgu la,a taara dugu kɔnɔ ka kunnafoni ɲini,a taara dugu la ka kunnafoni ɲini,PRON ADP PART PRON AUX PUNCT PUNCT NOUN ADP,PRON VERB NOUN ADP ADP PUNCT PUNCT,PRON VERB NOUN ADP X PUNCT PUNCT,76.7,11.04,14.9,0.393,0.0,1.0,True,False,False,0,0,0,80.46,42.5,43.11,,il est allé en ville pour obtenir des informations,Il se rendit à la ville pour y chercher des explications.,0.0,27.66,18.01
198,verb_serial_conj,elle alla trouver et demande des informations,a táara ɲɛ́sɔ̀rɔ wa a yé kùnnafoniw ɲɛ́juguya,PRON VERB PUNCT PART PRON AUX NOUN PUNCT,a wára ɲɛ́sɔ̀rɔli kɛ wa a bɛ kùnnafoni ɲɛ́juguya,a taara a yɔrɔ ka kunnafoni ɲini,a taara ɲinini kɛ ka kunnafoni ɲini,PRON PUNCT NOUN VERB PART PRON AUX PUNCT PUNCT,PRON VERB PRON NOUN ADP PUNCT PUNCT,PRON VERB NOUN VERB ADP PUNCT PUNCT,60.5,24.27,22.5,0.5,0.0,0.0,True,False,False,0,0,0,67.46,52.46,44.23,,il est allé chercher des informations,Et il s'en alla pour s'enquérir de ce qui lui était arrivé.,0.0,42.18,16.08
199,comitative_motion,il est venu avec moi,a nàra ni n yé,PRON VERB X PRON AUX,a nàra ni n yé,a nana ni ne ye,a nana ni ne ye,PRON VERB X PRON AUX,PRON VERB ADP PRON AUX,PRON VERB ADP PRON AUX,100.0,25.06,25.06,1.0,1.0,1.0,False,False,False,1,0,0,100.0,69.96,69.96,,il est venu avec moi,et il m'a amené,0.0,100.0,11.12
200,comitative_travail,elle travaille avec lui,a bɛ báara ni a yé,PRON AUX VERB X PRON AUX,a bɛ báara la ni a yé,a bɛ baara kɛ ni a ye,a bɛ baara kɛ n'a ye,PRON AUX PROPN ADP CCONJ PRON AUX,PRON AUX X VERB ADP PRON AUX,PRON AUX X VERB X AUX,78.32,34.95,26.49,0.533,0.167,1.0,True,True,True,0,0,0,51.88,64.89,53.3,,il l'utilise,il l'utilise,0.0,10.29,10.29
201,comitative_adj,Il est venu avec une dentition complète,a nàra ni dákolon dafaleninman yé,PRON VERB ADP ADJ NOUN AUX,a nàra ni dákolon kɔ́nbilen yé,A nana ni furakɛli dafalen ye,A nana ni ɲinw dafalen ye,PRON VERB ADP ADJ NOUN AUX,PRON VERB ADP NOUN ADJ AUX,PRON VERB ADP PUNCT X AUX,54.03,29.66,28.06,1.0,1.0,1.0,False,False,False,1,0,0,100.0,67.3,53.39,,Il est venu avec des dents parfaites,Il a apporté une guérison complète,0.0,43.85,32.33
202,temporal_np_depuis,Depuis quelques mois,kabini sélidenninkalow dɔw,ADP X X,kabini sélidenninkalow damadɔw,Kalo damanin tɛmɛnnen,Kalo damadɔ kɔnɔ,ADP PUNCT PUNCT,PUNCT PUNCT PUNCT,PUNCT X ADP,90.85,14.1,10.03,1.0,0.0,0.0,False,False,False,0,0,0,20.67,2.86,27.45,,Dans quelques mois,Il y a quelques mois,0.0,70.09,63.38
203,temporal_np_depuis,depuis quelques jours,kabini tilew dɔw,ADP X X,kabini dóngòw damadɔw,tile damadɔ ye nin ye,tile damadɔ kɔnɔ,ADP PUNCT PUNCT,NOUN X AUX PRON AUX,NOUN X ADP,35.92,21.71,20.14,0.0,0.0,0.0,False,False,False,0,0,0,20.67,11.43,28.58,,dans quelques jours,il y a quelques jours,0.0,72.0,65.72
204,temporal_np_depuis,depuis quelques années,kabini sanw dɔw,ADP X X,kabini sànw damadɔw,san damadɔ ye nin ye,san damadɔ kɔnɔ,ADP PUNCT PUNCT,NOUN X AUX PRON AUX,NOUN X ADP,53.69,17.85,15.94,0.0,0.0,0.0,False,False,False,0,0,0,20.67,11.43,28.58,,depuis plusieurs années,il y a quelques années,0.0,47.03,67.77
205,ccomp_interrogative,sais-tu que je suis un enfant ?,i bɛ dɔ́n ko n yé dén yé wà ?,PRON AUX AUX PART PRON AUX NOUN AUX PART PUNCT,i bɛ dɔ́n ko n yé dén yé wà ?,I y'a dɔn ko ne ye denmisɛn ye wa?,aw b'a dɔn ko ne ye denmisɛn ye wa?,PRON AUX AUX PART PRON AUX NOUN AUX PART PUNCT,PRON X AUX PART PRON AUX NOUN AUX PUNCT,PRON X AUX PART PRON AUX NOUN AUX PUNCT,100.0,17.78,18.39,0.933,1.0,0.0,True,False,False,1,0,0,100.0,73.05,73.05,,tu sais que je suis un enfant ?,Ne sais-tu pas que je suis un enfant?,0.0,78.39,84.5
206,ccomp_savoir,je sais que tu es mon ami,n bɛ dɔ́n ko i yé n terikɛ yé,PRON AUX AUX PART PRON AUX PRON NOUN AUX,n bɛ dɔ́n ko i yé téri yé,ne y'a dɔn ko i ye ne teri ye,Ne b'a dɔn ko i ye ne teri ye,PRON AUX AUX PART PRON AUX NOUN AUX,PRON X AUX PART PRON AUX PRON NOUN AUX,PRON X AUX PART PRON AUX PRON NOUN AUX,58.44,25.92,25.92,0.952,1.0,1.0,True,False,False,0,0,0,79.71,86.14,86.14,,Je sais que tu es mon ami,Je sais que tu es mon ami,0.0,100.0,100.0
207,ccomp_savoir_locatif,ils savent que nous sommes ici,ùw bɛ dɔ́n ko anw bɛ yàn,NOUN AUX AUX PART PRON AUX ADV,u bɛ dɔ́n ko anw bɛ yàn,u b'a dɔn ko an bɛ yan,u b' a dɔn ko an bɛ yan,PRON AUX AUX PART PRON AUX ADV,PRON X AUX PART PRON AUX ADV,PRON VERB PRON AUX PART PRON AUX ADV,88.09,26.17,26.17,0.533,-1.0,-1.0,True,True,True,0,0,0,86.65,74.7,68.42,,ils savent que nous sommes là,Ils savent que nous sommes ici.,0.0,87.37,99.11
208,ccomp_dire,il dit qu'il mange,a ko a bɛ dún,PRON VERB PRON AUX VERB,a ko a bɛ dúnli kɛ,a b'a fɔ ko a bɛ dumuni kɛ,a ko ale bɛ dumuni kɛ,PRON VERB PRON AUX NOUN VERB,PRON X SCONJ PART PRON AUX NOUN VERB,PRON VERB PRON AUX NOUN VERB,88.6,41.87,29.91,0.5,0.5,1.0,True,True,True,0,0,0,80.88,44.8,80.88,,il a dit qu'il mangeait,"et il dit: ""Je vais manger"".",0.0,81.84,34.0
209,ccomp_dire_qualitative,ils disent que la route est longue,ùw ko sìra ka télé,X PART NOUN ADP VERB,u ko síraden ka búlubulu,u b'a fɔ ko sira ka jan,u ko sira ka jan,PRON VERB PUNCT X PUNCT,PRON X SCONJ PART NOUN ADP VERB,PRON VERB NOUN ADP VERB,14.73,19.52,21.08,1.0,1.0,1.0,False,False,False,0,0,0,21.9,82.45,61.7,,ils ont dit que la route était longue,"Ils disent: "" Le chemin est long """,0.0,56.12,44.56
210,ccomp_dire_passe,elle a dit que Musa est parti,a yé fɔ ko Musa fáɲira,PRON AUX X PART PUNCT PUNCT,a láfɔra ko Musa táara,a y'a fɔ ko Musa taara,a ko Musa taara,PRON VERB PART PROPN VERB,PRON X SCONJ PART PROPN VERB,PRON VERB PROPN VERB,30.63,44.1,28.95,1.0,1.0,1.0,False,False,False,0,0,0,21.82,23.66,11.53,,et Moïse est allé,"Dieu lui dit: ""Moïse est descendu",0.0,11.99,14.83
211,modal_pouvoir,nous pouvons partir,anw bɛ se ka táa,PRON AUX VERB AUX VERB,anw bɛ se ka táa,an bɛ se ka taa,an bɛ se ka bɔ yen,PRON AUX VERB AUX VERB,NOUN AUX VERB AUX VERB,NOUN AUX VERB AUX VERB ADV,100.0,52.32,38.21,1.0,1.0,1.0,True,True,True,1,0,0,100.0,81.33,78.28,,nous pouvons sortir de là,nous pouvons y aller,0.0,64.95,59.99
212,modal_pouvoir_neg,il ne peut pas manger,a tɛ se ka dún,PRON AUX VERB AUX VERB,a tɛ se ka dúnli kɛ,a tɛ se ka dumuni kɛ,a tɛ se ka dumuni kɛ,PRON AUX VERB ADP NOUN VERB,PRON AUX VERB AUX NOUN VERB,PRON AUX VERB AUX NOUN VERB,90.05,64.81,64.81,1.0,1.0,1.0,True,True,True,0,0,0,68.1,79.62,79.62,,il ne peut pas manger,Il ne peut pas manger.,0.0,100.0,98.62
213,modal_pouvoir,elle peut venir,a bɛ se ka nà,PRON AUX VERB AUX VERB,a bɛ se ka nà,a bɛ se ka na,a bɛ se ka na,PRON AUX VERB AUX VERB,PRON AUX VERB AUX ADP,PRON AUX VERB AUX ADP,100.0,83.41,83.41,1.0,1.0,1.0,True,True,True,1,0,0,100.0,74.85,74.85,,ça peut arriver,il peut venir,0.0,20.51,64.62
214,modal_pouvoir_neg,tu ne peux pas partir,i tɛ se ka táa,PRON AUX VERB AUX VERB,i tɛ se ka táa,i tɛ se ka taa,i tɛ se ka bɔ yen,PRON AUX VERB AUX VERB,PRON AUX VERB AUX VERB,PRON AUX VERB AUX VERB ADV,100.0,73.48,54.8,1.0,1.0,1.0,True,True,True,1,1,0,100.0,100.0,96.24,,tu ne peux pas partir,tu ne peux pas y aller,0.0,100.0,59.99
215,past_intransitive_neg,ils ne sont pas arrivés,ùw ma se,NOUN AUX VERB,u ma sé,u ma na,u ma se yen,PRON AUX VERB,PRON AUX ADP,PRON AUX VERB ADV,23.95,11.06,32.19,0.0,0.0,1.0,True,True,True,0,0,0,64.69,20.29,60.43,,ils n'y sont pas arrivés,ils ne sont pas venus,0.0,77.72,60.33
216,past_intransitive_neg,il n'est pas tombé,a ma bɛn,PRON AUX VERB,a ma wɔ̀lɔwɔlɔ,a ma bin,a ma bin,PRON AUX VERB,PRON AUX VERB,PRON AUX VERB,15.55,37.78,37.78,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,il n'est pas tombé,il n'est pas tombé,0.0,100.0,100.0
217,past_intransitive_neg,elle n'est pas venue,a ma nà,PRON AUX ADP,a ma nà,a ma na,a ma na,PRON AUX ADP,PRON AUX ADP,PRON AUX ADP,100.0,54.33,54.33,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,il n'est pas venu,il n'est pas venu,0.0,68.88,68.88
218,habitude_neg,elle ne mangeait pas,a tùn tɛ dún,PRON AUX AUX PART,a tùn tɛ dúnli kɛ,a tun tɛ dumuni kɛ,a tun tɛ dumuni kɛ,PRON AUX AUX NOUN VERB,PRON AUX AUX NOUN VERB,PRON AUX AUX NOUN VERB,88.6,25.64,25.64,1.0,1.0,1.0,True,True,True,0,0,0,61.34,61.34,61.34,,il ne mangeait pas,et il n'avait pas mangé.,0.0,75.09,35.09
219,habitude_neg_plur,nous ne parlions pas bambara,anw tùn tɛ bambara kúma,PRON AUX AUX X PUNCT,anw tùn tɛ bambara kúma,an tun tɛ bambara fɔ,an tun tɛ bamanankan fɔ,PRON AUX AUX X PUNCT,PRON AUX AUX PRON PUNCT,PRON AUX AUX X PUNCT,100.0,50.23,28.34,1.0,1.0,0.0,True,True,True,1,0,1,100.0,70.05,100.0,,nous ne parlions pas anglais,nous n'avions pas parlé à l'étranger,0.0,68.62,39.77
220,passe_anterieur_neg,il n'avait pas mangé,a tùn ma dún,PRON AUX AUX PART,a tùn ma dúnli kɛ,a ma dumuni kɛ,a tun ma dumuni kɛ,PRON AUX AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX AUX NOUN VERB,88.6,15.09,25.64,1.0,1.0,1.0,True,True,True,0,0,0,61.34,39.45,61.34,,il n'avait pas mangé,et il n'a pas mangé.,0.0,100.0,54.83
221,rule1_conditional_question,"Si j'ai du courage, saurait-on ?","n bɛ gara dun, a mán se dun ?",PRON AUX PUNCT PART PRON AUX X PART PUNCT,"ní dùsukolo bɛ n fɛ, a bɛ na dɔ́n wà ?","Ni ne ja gɛlɛyara, yala an na a dɔn wa?","Ni jagɛlɛya bɛ ne la, yala an bɛna o dɔn wa?",PUNCT NOUN AUX PRON X PRON AUX ADP AUX PART PUNCT,SCONJ PRON X PUNCT SCONJ PRON X PRON AUX PUNCT,PUNCT NOUN AUX PRON X SCONJ PRON AUX PRON AUX PUNCT,12.75,13.33,12.13,0.5,0.0,0.0,True,False,True,0,0,0,58.14,45.42,53.12,,,"Si j'ai de la hardiesse, comment saura-t-on ce que c'est?",0.0,0.0,35.21
222,rule2_prohibitive_object,Ne mange pas le riz,kàna iri dún,AUX X PART,kàna iri dún,I kana arisi dun,Aw kana tiga dun,AUX X PART,PRON AUX X PART,PRON AUX X PART,100.0,17.79,11.17,1.0,0.0,0.0,False,False,False,1,0,0,100.0,86.63,86.63,,Ne mange pas de riz,Ne mangez pas de riz,0.0,71.2,52.93
223,rule3_temporal_avoir_possessive,quand il eut ton appel,tuma min a yé i ka wéle ɲóro,NOUN X PRON AUX PRON AUX VERB PUNCT,tuma min a yé i wéle sɔrɔ,a ye i wele tuma min na,tuma min na a y' i ka weleli sɔrɔ,NOUN X PRON AUX PRON VERB PUNCT,PRON AUX PRON VERB NOUN DET ADP,NOUN DET VERB PRON AUX PRON ADP X VERB,55.82,33.1,36.97,1.0,-0.333,1.0,True,False,False,0,0,0,79.75,48.29,55.5,,,"Quand le Seigneur t'a appelé,",0.0,0.0,34.78
224,rule4_temporal_passive,Quand cela fut fait,tuma min o tùn yògorolen dòn,NOUN DET PRON AUX NOUN AUX,tuma min o kùnnasìrira,O kɛra tuma min na,O kɛra tuma min na,NOUN DET DET VERB,PRON VERB NOUN DET ADP,PRON VERB NOUN DET ADP,31.16,25.0,25.0,1.0,-0.333,-0.333,False,False,False,0,0,0,26.43,33.88,33.88,,Quand cela s'est produit,"Quand cela est arrivé,",0.0,49.02,48.3
225,rule5_fixed_phrase,Ainsi donc,ola sa,X PART,ola sa,O de y'a to,"O la sa, o tuma na",X PART,PRON PART X VERB,PRON ADP X DET NOUN ADP,100.0,7.14,40.61,1.0,0.0,0.0,False,False,False,1,0,0,100.0,40.61,13.16,,"Par conséquent, alors",C'est pourquoi,0.0,12.43,6.8
226,rule6_restrictive,tu ne serais qu'un pleutre,i tɛ foyi yé ni sègɛ tɛ,PRON AUX NOUN AUX X NOUN AUX,i tɛ na kɛ foyi yé ni sègɛ tɛ,i bɛ kɛ dingɛ ye,i tun na kɛ siranbagatɔ dɔrɔn de ye,PRON AUX ADP VERB NOUN AUX X NOUN AUX,PRON AUX VERB X AUX,PRON AUX ADP VERB PUNCT ADV PART AUX,86.39,9.44,8.73,0.571,0.0,0.0,True,True,False,0,0,0,80.55,30.02,28.29,,tu serais juste un lâche,tu deviens une fosse,0.0,27.03,13.73
227,rule7_quest_ce_que,Qu'est-ce qu'il pourrait t'arriver là-bas ?,mún bɛ ka sé i ma yèn jùkɔ́rɔw,PRON AUX AUX VERB PRON AUX ADV PUNCT,mún bɛ se ka i sé yèn jùkɔ́rɔw ?,Mun bɛ se ka kɛ i la yen?,Mun bɛ se ka kɛ i la yen?,PRON AUX VERB AUX PRON VERB ADV VERB PUNCT,PRON AUX VERB AUX VERB PRON ADP PUNCT,PRON AUX VERB AUX VERB PRON ADP PUNCT,57.22,12.34,12.34,0.905,1.0,1.0,True,True,True,0,0,0,52.41,62.55,62.55,,Que pourrait-il bien vous arriver là-bas ?,Qu'est-ce qui peut arriver à toi là-bas?,0.0,53.43,53.42
228,rule7_quest_ce_que_real_subject,Qu'est-ce qu'il peut faire ?,A bɛ se ka mun kɛ ?,PRON AUX VERB AUX PRON VERB PUNCT,a bɛ se ka mún lámákùn ?,A bɛ se ka mun kɛ?,A bɛ se ka mun kɛ?,PRON AUX VERB AUX PRON VERB PUNCT,PRON AUX VERB AUX PRON PUNCT,PRON AUX VERB AUX PRON PUNCT,41.33,100.0,100.0,1.0,1.0,1.0,True,True,True,1,0,0,100.0,75.3,75.3,,Que peut-il y faire ?,Qu'est-ce qu'il peut faire?,0.0,31.29,100.0
